EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0211.149.796,6,2008,94910,MAIN
0211.149.796,6,2003,91310,MAIN
0211.150.489,6,2008,94910,MAIN
0211.150.489,6,2003,91310,MAIN
0211.150.786,6,2008,94910,MAIN
0211.150.786,6,2003,91310,MAIN
0211.151.083,6,2008,94910,MAIN
0211.151.083,6,2003,91310,MAIN
0211.151.677,6,2008,94910,MAIN
0211.151.677,6,2003,91310,MAIN
0211.152.964,6,2008,94910,MAIN
0211.152.964,6,2003,91310,MAIN
0211.153.954,6,2008,94910,MAIN
0211.153.954,6,2003,91310,MAIN
0211.154.746,6,2008,94910,MAIN
0211.154.746,6,2003,91310,MAIN
0211.154.845,6,2008,94910,MAIN
0211.154.845,6,2003,91310,MAIN
0211.155.241,6,2008,94910,MAIN
0211.155.241,6,2003,91310,MAIN
0211.155.439,6,2008,94910,MAIN
0211.155.439,6,2003,91310,MAIN
0211.155.835,6,2008,94910,MAIN
0211.156.231,6,2008,94910,MAIN
0211.156.231,6,2003,91310,MAIN
0211.156.528,6,2008,94910,MAIN
0211.156.528,6,2003,91310,MAIN
0211.156.924,6,2008,94910,MAIN
0211.156.924,6,2003,91310,MAIN
0211.158.112,6,2008,94910,MAIN
0211.158.112,6,2003,91310,MAIN
0211.158.211,6,2008,94910,MAIN
0211.158.211,6,2003,91310,MAIN
0211.158.409,6,2008,94910,MAIN
0211.158.409,6,2003,91310,MAIN
0211.158.904,6,2008,94910,MAIN
0211.158.904,6,2003,91310,MAIN
0211.160.288,6,2008,94910,MAIN
0211.160.288,6,2003,91310,MAIN
0211.160.783,6,2008,94910,MAIN
0211.160.783,6,2003,91310,MAIN
0211.161.872,6,2008,94910,MAIN
0211.161.872,6,2003,91310,MAIN
0211.161.971,6,2008,94910,MAIN
0211.161.971,6,2003,91310,MAIN
0211.162.961,6,2008,94910,MAIN
0211.162.961,6,2003,91310,MAIN
0211.163.951,6,2008,94910,MAIN
0211.163.951,6,2003,91310,MAIN
0211.164.248,6,2008,94910,MAIN
0211.164.248,6,2003,91310,MAIN
0211.165.436,6,2008,94910,MAIN
0211.165.436,6,2003,91310,MAIN
0211.166.228,6,2008,94910,MAIN
0211.166.228,6,2003,91310,MAIN
0211.166.327,6,2008,94910,MAIN
0211.166.327,6,2003,91310,MAIN
0211.166.426,6,2008,94910,MAIN
0211.166.426,6,2003,91310,MAIN
0211.166.525,6,2008,94910,MAIN
0211.166.525,6,2003,91310,MAIN
0211.167.020,6,2008,94910,MAIN
0211.167.020,6,2003,91310,MAIN
0211.167.317,6,2008,94910,MAIN
0211.167.317,6,2003,91310,MAIN
0211.167.713,6,2008,94910,MAIN
0211.168.109,6,2008,94910,MAIN
0211.168.109,6,2003,91310,MAIN
0211.168.307,6,2008,94910,MAIN
0211.168.307,6,2003,91310,MAIN
0211.168.604,6,2008,94910,MAIN
0211.168.604,6,2003,91310,MAIN
0211.169.295,6,2008,94910,MAIN
0211.169.295,6,2003,91310,MAIN
0211.169.493,6,2008,94910,MAIN
0211.169.493,6,2003,91310,MAIN
0211.169.691,6,2008,94910,MAIN
0211.169.691,6,2003,91310,MAIN
0211.169.889,6,2008,94910,MAIN
0211.169.889,6,2003,91310,MAIN
0211.170.384,6,2008,94910,MAIN
0211.170.384,6,2003,91310,MAIN
0211.170.780,6,2008,94910,MAIN
0211.170.780,6,2003,91310,MAIN
0211.170.879,6,2008,94910,MAIN
0211.170.879,6,2003,91310,MAIN
0211.171.968,1,2008,94910,MAIN
0211.171.968,1,2003,91310,MAIN
0211.172.067,6,2008,94910,MAIN
0211.172.067,6,2003,91310,MAIN
0211.172.265,6,2008,94910,MAIN
0211.172.265,6,2003,91310,MAIN
0211.172.661,6,2008,94910,MAIN
0211.172.661,6,2003,91310,MAIN
0211.173.255,6,2008,94910,MAIN
0211.173.255,6,2003,91310,MAIN
0211.173.552,6,2008,94910,MAIN
0211.173.552,6,2003,91310,MAIN
0211.173.849,6,2008,94910,MAIN
0211.173.849,6,2003,91310,MAIN
0211.174.047,6,2008,94910,MAIN
0211.174.047,6,2003,91310,MAIN
0211.174.146,6,2008,94910,MAIN
0211.174.146,6,2003,91310,MAIN
0211.174.344,6,2008,94910,MAIN
0211.174.344,6,2003,91310,MAIN
0211.175.334,6,2008,94910,MAIN
0211.175.334,6,2003,91310,MAIN
0211.175.433,6,2008,94910,MAIN
0211.175.433,6,2003,91310,MAIN
0211.175.631,6,2008,94910,MAIN
0211.175.631,6,2003,91310,MAIN
0211.176.621,6,2008,94910,MAIN
0211.176.621,6,2003,91310,MAIN
0211.177.215,6,2008,94910,MAIN
0211.177.215,6,2003,91310,MAIN
0211.178.403,6,2008,94910,MAIN
0211.178.403,6,2003,91310,MAIN
0211.179.391,6,2008,94910,MAIN
0211.179.391,6,2003,91310,MAIN
0211.179.985,6,2008,94910,MAIN
0211.179.985,6,2003,91310,MAIN
0211.180.084,6,2008,94910,MAIN
0211.180.084,6,2003,91310,MAIN
0211.181.668,6,2008,94910,MAIN
0211.181.668,6,2003,91310,MAIN
0211.181.767,6,2008,94910,MAIN
0211.181.767,6,2003,91310,MAIN
0211.181.965,6,2008,94910,MAIN
0211.181.965,6,2003,91311,MAIN
0211.182.361,6,2008,94910,MAIN
0211.182.361,6,2003,91310,MAIN
0211.182.559,6,2008,94910,MAIN
0211.182.559,6,2003,91310,MAIN
0211.182.757,6,2008,94910,MAIN
0211.182.757,6,2003,91310,MAIN
0211.182.856,6,2008,94910,MAIN
0211.182.856,6,2003,91310,MAIN
0211.183.846,6,2008,94910,MAIN
0211.183.846,6,2003,91310,MAIN
0211.184.638,6,2008,94910,MAIN
0211.184.638,6,2003,91310,MAIN
0211.184.737,6,2008,94910,MAIN
0211.184.737,6,2003,91310,MAIN
0211.184.935,6,2008,94910,MAIN
0211.184.935,6,2003,91310,MAIN
0211.185.034,6,2008,94910,MAIN
0211.185.034,6,2003,91310,MAIN
0211.185.331,6,2008,94910,MAIN
0211.185.331,6,2003,91310,MAIN
0211.185.826,6,2008,94910,MAIN
0211.185.826,6,2003,91310,MAIN
0211.188.596,6,2008,94910,MAIN
0211.188.596,6,2003,91310,MAIN
0211.188.695,6,2008,94910,MAIN
0211.188.695,6,2003,91310,MAIN
0211.189.487,6,2008,94910,MAIN
0211.189.487,6,2003,91310,MAIN
0211.189.883,6,2008,94910,MAIN
0211.189.883,6,2003,91310,MAIN
0211.189.982,6,2008,94910,MAIN
0211.189.982,6,2003,91310,MAIN
0211.190.180,6,2008,94910,MAIN
0211.190.180,6,2003,91310,MAIN
0211.190.378,6,2008,94910,MAIN
0211.190.378,6,2003,91310,MAIN
0211.191.071,6,2008,94910,MAIN
0211.191.071,6,2003,91310,MAIN
0211.191.368,6,2008,94910,MAIN
0211.191.368,6,2003,91310,MAIN
0211.191.665,6,2008,94910,MAIN
0211.191.665,6,2003,91310,MAIN
0211.192.259,6,2008,94910,MAIN
0211.192.259,6,2003,91310,MAIN
0211.192.358,6,2008,94910,MAIN
0211.192.358,6,2003,91310,MAIN
0211.193.051,6,2008,94910,MAIN
0211.193.051,6,2003,91310,MAIN
0211.194.338,6,2008,94910,MAIN
0211.194.338,6,2003,91310,MAIN
0211.194.635,6,2008,94910,MAIN
0211.194.635,6,2003,91310,MAIN
0211.195.229,6,2008,94910,MAIN
0211.195.229,6,2003,91310,MAIN
0211.195.922,6,2008,94910,MAIN
0211.195.922,6,2003,91310,MAIN
0211.196.219,6,2008,94910,MAIN
0211.196.219,6,2003,91310,MAIN
0211.198.692,6,2008,94910,MAIN
0211.198.692,6,2003,91310,MAIN
0211.199.286,6,2008,94910,MAIN
0211.199.286,6,2003,91310,MAIN
0211.199.385,6,2008,94910,MAIN
0211.199.385,6,2003,91310,MAIN
0211.199.781,6,2008,94910,MAIN
0211.199.781,6,2003,91310,MAIN
0211.200.375,6,2008,94910,MAIN
0211.200.870,6,2008,94910,MAIN
0211.200.870,6,2003,91310,MAIN
0211.201.167,6,2008,94910,MAIN
0211.201.167,6,2003,91310,MAIN
0211.201.266,6,2008,94910,MAIN
0211.201.266,6,2003,91310,MAIN
0211.201.464,6,2008,94910,MAIN
0211.201.464,6,2003,91310,MAIN
0211.201.959,6,2008,94910,MAIN
0211.201.959,6,2003,91310,MAIN
0211.202.157,6,2008,94910,MAIN
0211.202.157,6,2003,91310,MAIN
0211.202.553,6,2008,94910,MAIN
0211.202.553,6,2003,91310,MAIN
0211.203.048,6,2008,94910,MAIN
0211.203.048,6,2003,91310,MAIN
0211.203.147,6,2008,94910,MAIN
0211.203.147,6,2003,91310,MAIN
0211.204.137,6,2008,94910,MAIN
0211.204.137,6,2003,91310,MAIN
0211.204.335,6,2008,94910,MAIN
0211.204.335,6,2003,91310,MAIN
0211.205.523,6,2008,94910,MAIN
0211.205.523,6,2003,91310,MAIN
0211.205.820,6,2008,94910,MAIN
0211.205.820,6,2003,91310,MAIN
0211.206.414,6,2008,94910,MAIN
0211.206.414,6,2003,91310,MAIN
0211.206.513,6,2008,94910,MAIN
0211.206.513,6,2003,91310,MAIN
0211.206.711,6,2008,94910,MAIN
0211.206.711,6,2003,91310,MAIN
0211.207.008,6,2008,94910,MAIN
0211.207.008,6,2003,91310,MAIN
0211.207.107,6,2008,94910,MAIN
0211.207.107,1,2008,94910,MAIN
0211.207.107,6,2003,91310,MAIN
0211.207.602,6,2008,94910,MAIN
0211.207.602,6,2003,91310,MAIN
0211.208.392,6,2008,94910,MAIN
0211.208.392,6,2003,91310,MAIN
0211.208.491,6,2008,94910,MAIN
0211.208.491,1,2008,94910,MAIN
0211.208.491,1,2003,91310,MAIN
0211.208.491,6,2003,91310,MAIN
0211.208.590,6,2008,94910,MAIN
0211.208.590,6,2003,91310,MAIN
0211.208.689,6,2008,94910,MAIN
0211.208.689,6,2003,91310,MAIN
0211.208.986,6,2008,94910,MAIN
0211.208.986,6,2003,91310,MAIN
0211.209.481,6,2008,94910,MAIN
0211.209.481,6,2003,91310,MAIN
0211.209.580,6,2008,94910,MAIN
0211.209.580,6,2003,91310,MAIN
0211.210.273,6,2008,94910,MAIN
0211.210.273,6,2003,91310,MAIN
0211.210.669,6,2008,94910,MAIN
0211.210.669,6,2003,91310,MAIN
0211.211.065,6,2008,94910,MAIN
0211.211.065,6,2003,91310,MAIN
0211.211.362,6,2008,94910,MAIN
0211.211.362,6,2003,91310,MAIN
0211.211.461,6,2008,94910,MAIN
0211.211.461,6,2003,91310,MAIN
0211.211.956,6,2008,94910,MAIN
0211.211.956,6,2003,91310,MAIN
0211.214.035,6,2008,94910,MAIN
0211.214.035,1,2008,82110,MAIN
0211.214.035,1,2003,74855,MAIN
0211.214.035,6,2003,91310,MAIN
0211.214.134,6,2008,94910,MAIN
0211.214.134,6,2003,91310,MAIN
0211.214.233,6,2008,94910,MAIN
0211.214.431,6,2008,94910,MAIN
0211.214.431,6,2003,91310,MAIN
0211.214.629,6,2008,94910,MAIN
0211.214.629,6,2003,91310,MAIN
0211.214.728,6,2008,94910,MAIN
0211.214.728,6,2003,91310,MAIN
0211.214.827,6,2008,94910,MAIN
0211.214.827,6,2003,91310,MAIN
0211.214.926,6,2008,94910,MAIN
0211.214.926,6,2003,91310,MAIN
0211.215.520,6,2008,94910,MAIN
0211.215.520,6,2003,91310,MAIN
0211.215.817,6,2008,94910,MAIN
0211.215.817,6,2003,91310,MAIN
0211.215.916,6,2008,94910,MAIN
0211.215.916,6,2003,91310,MAIN
0211.216.015,6,2008,94910,MAIN
0211.216.015,6,2003,91310,MAIN
0211.216.312,6,2008,94910,MAIN
0211.216.312,6,2003,91310,MAIN
0211.216.411,6,2008,94910,MAIN
0211.216.411,6,2003,91310,MAIN
0211.216.510,6,2008,94910,MAIN
0211.216.510,6,2003,91310,MAIN
0211.216.609,6,2008,94910,MAIN
0211.216.609,6,2003,91310,MAIN
0211.216.906,6,2008,94910,MAIN
0211.216.906,6,2003,91310,MAIN
0211.217.104,6,2008,94910,MAIN
0211.217.104,6,2003,91310,MAIN
0211.217.302,6,2008,94910,MAIN
0211.217.302,6,2003,91310,MAIN
0211.217.597,6,2008,94910,MAIN
0211.217.597,6,2003,91310,MAIN
0211.217.993,6,2008,94910,MAIN
0211.217.993,6,2003,91310,MAIN
0211.218.092,6,2008,94910,MAIN
0211.218.092,6,2003,91310,MAIN
0211.218.191,6,2008,94910,MAIN
0211.218.191,6,2003,91310,MAIN
0211.218.785,6,2008,94910,MAIN
0211.218.785,6,2003,91310,MAIN
0211.219.082,6,2008,94910,MAIN
0211.219.082,6,2003,91310,MAIN
0211.219.181,6,2008,94910,MAIN
0211.219.181,6,2003,91310,MAIN
0211.219.379,6,2008,94910,MAIN
0211.219.379,6,2003,91310,MAIN
0211.219.577,6,2008,94910,MAIN
0211.219.577,6,2003,91310,MAIN
0211.219.775,6,2008,94910,MAIN
0211.219.775,6,2003,91310,MAIN
0211.219.973,6,2008,94910,MAIN
0211.219.973,6,2003,91310,MAIN
0211.220.270,6,2008,94910,MAIN
0211.220.270,6,2003,91310,MAIN
0211.220.369,6,2008,94910,MAIN
0211.220.369,6,2003,91310,MAIN
0211.221.359,6,2008,94910,MAIN
0211.221.359,6,2003,91310,MAIN
0211.221.557,6,2008,94910,MAIN
0211.221.557,6,2003,91310,MAIN
0211.221.755,6,2008,94910,MAIN
0211.221.755,6,2003,91310,MAIN
0211.222.448,6,2008,94910,MAIN
0211.222.448,6,2003,91310,MAIN
0211.222.745,6,2008,94910,MAIN
0211.222.745,6,2003,91310,MAIN
0211.224.725,6,2008,94910,MAIN
0211.224.725,6,2003,91310,MAIN
0211.225.220,6,2008,94910,MAIN
0211.225.220,6,2003,91310,MAIN
0211.225.418,6,2008,94910,MAIN
0211.225.418,6,2003,91310,MAIN
0211.227.101,1,2008,94910,MAIN
0211.227.101,1,2008,75000,SECO
0211.228.386,6,2008,94910,MAIN
0211.228.386,6,2003,91310,MAIN
0211.228.782,6,2008,94910,MAIN
0211.228.782,6,2003,91310,MAIN
0211.228.980,6,2008,94910,MAIN
0211.228.980,6,2003,91310,MAIN
0211.229.079,6,2008,94910,MAIN
0211.229.079,6,2003,91310,MAIN
0211.229.178,6,2008,94910,MAIN
0211.229.178,6,2003,91310,MAIN
0211.229.970,6,2008,94910,MAIN
0211.229.970,6,2003,91310,MAIN
0211.230.564,6,2008,94910,MAIN
0211.230.564,6,2003,91310,MAIN
0211.231.554,6,2008,94910,MAIN
0211.231.554,6,2003,91310,MAIN
0211.231.851,6,2008,94910,MAIN
0211.231.851,6,2003,91310,MAIN
0211.235.217,6,2008,94910,MAIN
0211.235.217,6,2003,91310,MAIN
0211.235.415,6,2008,94910,MAIN
0211.235.415,6,2003,91310,MAIN
0211.235.811,6,2008,94910,MAIN
0211.235.811,6,2003,91310,MAIN
0211.236.009,6,2008,94910,MAIN
0211.236.009,6,2003,91310,MAIN
0211.237.591,6,2008,94910,MAIN
0211.237.591,6,2003,91310,MAIN
0211.238.482,6,2008,94910,MAIN
0211.238.482,6,2003,91310,MAIN
0211.238.581,6,2008,94910,MAIN
0211.238.581,6,2003,91310,MAIN
0211.238.878,6,2008,94910,MAIN
0211.238.977,6,2008,94910,MAIN
0211.238.977,6,2003,91310,MAIN
0211.239.967,6,2008,94910,MAIN
0211.239.967,6,2003,91310,MAIN
0211.240.165,6,2008,94910,MAIN
0211.240.165,6,2003,91310,MAIN
0211.240.462,6,2008,94910,MAIN
0211.240.462,6,2003,91310,MAIN
0211.240.858,6,2008,94910,MAIN
0211.240.858,6,2003,91310,MAIN
0211.240.957,6,2008,94910,MAIN
0211.240.957,6,2003,91310,MAIN
0211.241.056,6,2008,94910,MAIN
0211.241.056,6,2003,91310,MAIN
0211.241.155,6,2008,94910,MAIN
0211.241.155,6,2003,91310,MAIN
0211.241.353,6,2008,94910,MAIN
0211.241.353,6,2003,91310,MAIN
0211.241.452,1,2008,68203,MAIN
0211.241.452,1,2003,70203,MAIN
0211.243.828,6,2008,94910,MAIN
0211.243.828,6,2003,91310,MAIN
0211.244.125,6,2008,94910,MAIN
0211.244.125,6,2003,91310,MAIN
0211.244.620,6,2008,94910,MAIN
0211.244.620,6,2003,91310,MAIN
0211.244.719,6,2008,94910,MAIN
0211.244.719,6,2003,91310,MAIN
0211.244.818,6,2008,94910,MAIN
0211.244.818,6,2003,91310,MAIN
0211.245.808,6,2008,94910,MAIN
0211.245.808,6,2003,91310,MAIN
0211.246.105,6,2008,94910,MAIN
0211.246.105,6,2003,91310,MAIN
0211.247.588,6,2008,94910,MAIN
0211.247.588,6,2003,91310,MAIN
0211.247.885,6,2008,94910,MAIN
0211.247.885,6,2003,91310,MAIN
0211.248.677,6,2008,94910,MAIN
0211.248.677,6,2003,91310,MAIN
0211.248.875,6,2008,94910,MAIN
0211.248.875,6,2003,91310,MAIN
0211.248.974,6,2008,94910,MAIN
0211.248.974,6,2003,91310,MAIN
0211.249.073,6,2008,94910,MAIN
0211.249.073,6,2003,91310,MAIN
0211.249.370,6,2008,94910,MAIN
0211.249.370,6,2003,91310,MAIN
0211.249.667,6,2008,94910,MAIN
0211.249.667,6,2003,91310,MAIN
0211.249.865,6,2008,94910,MAIN
0211.249.865,6,2003,91310,MAIN
0211.250.063,6,2008,94910,MAIN
0211.250.063,6,2003,91310,MAIN
0211.250.162,6,2008,94910,MAIN
0211.250.162,1,2008,91030,MAIN
0211.250.162,6,2003,91310,MAIN
0211.251.053,6,2008,94910,MAIN
0211.251.053,6,2003,91310,MAIN
0211.251.152,6,2008,94910,MAIN
0211.251.152,6,2003,91310,MAIN
0211.251.449,6,2008,94910,MAIN
0211.251.449,6,2003,91310,MAIN
0211.251.548,6,2008,94910,MAIN
0211.251.548,6,2003,91310,MAIN
0211.251.845,6,2008,94910,MAIN
0211.251.845,6,2003,91310,MAIN
0211.252.142,6,2008,94910,MAIN
0211.252.142,6,2003,91310,MAIN
0211.252.637,6,2008,94910,MAIN
0211.252.637,6,2003,91310,MAIN
0211.252.736,6,2008,94910,MAIN
0211.252.736,6,2003,91310,MAIN
0211.252.835,6,2008,94910,MAIN
0211.252.835,6,2003,91310,MAIN
0211.253.429,6,2008,94910,MAIN
0211.253.429,6,2003,91310,MAIN
0211.253.726,6,2008,94910,MAIN
0211.253.726,6,2003,91310,MAIN
0211.253.825,6,2008,94910,MAIN
0211.253.825,6,2003,91310,MAIN
0211.253.924,6,2008,94910,MAIN
0211.253.924,6,2003,91310,MAIN
0211.254.419,6,2008,94910,MAIN
0211.254.419,6,2003,91310,MAIN
0211.255.112,6,2008,94910,MAIN
0211.255.112,6,2003,91310,MAIN
0211.255.310,6,2008,94910,MAIN
0211.255.310,6,2003,91310,MAIN
0211.255.706,6,2008,94910,MAIN
0211.255.805,6,2008,94910,MAIN
0211.256.201,6,2008,94910,MAIN
0211.256.201,6,2003,91310,MAIN
0211.257.288,6,2008,94910,MAIN
0211.257.288,6,2003,91310,MAIN
0211.257.783,6,2008,94910,MAIN
0211.257.882,6,2008,94910,MAIN
0211.257.882,6,2003,91310,MAIN
0211.257.981,6,2008,94910,MAIN
0211.257.981,6,2003,91310,MAIN
0211.258.179,6,2008,94910,MAIN
0211.258.179,6,2003,91310,MAIN
0211.258.575,6,2008,94910,MAIN
0211.258.575,6,2003,91310,MAIN
0211.258.674,6,2008,94910,MAIN
0211.258.674,6,2003,91310,MAIN
0211.259.070,6,2008,94910,MAIN
0211.259.070,6,2003,91310,MAIN
0211.259.268,6,2008,94910,MAIN
0211.259.466,6,2008,94910,MAIN
0211.259.466,6,2003,91310,MAIN
0211.259.862,6,2008,94910,MAIN
0211.259.862,6,2003,91310,MAIN
0211.260.654,6,2008,94910,MAIN
0211.260.654,6,2003,91310,MAIN
0211.260.753,6,2008,94910,MAIN
0211.260.753,6,2003,91310,MAIN
0211.260.852,6,2008,94910,MAIN
0211.260.852,6,2003,91310,MAIN
0211.260.951,6,2008,94910,MAIN
0211.260.951,6,2003,91310,MAIN
0211.261.050,6,2008,94910,MAIN
0211.261.050,6,2003,91310,MAIN
0211.261.347,6,2008,94910,MAIN
0211.261.347,6,2003,91310,MAIN
0211.261.446,6,2008,94910,MAIN
0211.261.446,6,2003,91310,MAIN
0211.262.337,6,2008,94910,MAIN
0211.262.337,6,2003,91310,MAIN
0211.263.129,6,2008,94910,MAIN
0211.263.129,6,2003,91310,MAIN
0211.263.228,6,2008,94910,MAIN
0211.263.228,6,2003,91310,MAIN
0211.263.327,6,2008,94910,MAIN
0211.263.327,6,2003,91310,MAIN
0211.263.426,6,2008,94910,MAIN
0211.263.426,6,2003,91310,MAIN
0211.263.525,6,2008,94910,MAIN
0211.263.525,6,2003,91310,MAIN
0211.263.921,6,2008,94910,MAIN
0211.263.921,6,2003,91310,MAIN
0211.264.020,6,2008,94910,MAIN
0211.264.020,6,2003,91310,MAIN
0211.264.317,6,2008,94910,MAIN
0211.264.317,6,2003,91310,MAIN
0211.264.416,6,2008,94910,MAIN
0211.264.416,6,2003,91310,MAIN
0211.264.515,1,2008,94999,MAIN
0211.264.812,6,2008,94910,MAIN
0211.264.812,6,2003,91310,MAIN
0211.265.109,6,2008,94910,MAIN
0211.265.109,6,2003,91310,MAIN
0211.265.505,6,2008,94910,MAIN
0211.265.505,6,2003,91310,MAIN
0211.265.604,6,2008,94910,MAIN
0211.265.604,6,2003,91310,MAIN
0211.265.703,6,2008,94910,MAIN
0211.265.703,6,2003,91310,MAIN
0211.266.097,6,2008,94910,MAIN
0211.266.097,6,2003,91310,MAIN
0211.267.879,6,2008,94910,MAIN
0211.267.879,6,2003,91310,MAIN
0211.268.077,6,2008,94910,MAIN
0211.268.077,6,2003,91310,MAIN
0211.268.275,6,2008,94910,MAIN
0211.268.275,6,2003,91310,MAIN
0211.268.770,1,2008,68203,MAIN
0211.268.770,1,2003,70203,MAIN
0211.270.453,6,2008,94910,MAIN
0211.270.453,6,2003,91310,MAIN
0211.270.750,6,2008,94910,MAIN
0211.270.750,6,2003,91310,MAIN
0211.270.948,6,2008,94910,MAIN
0211.270.948,6,2003,91310,MAIN
0211.271.245,6,2008,94910,MAIN
0211.271.245,6,2003,91310,MAIN
0211.271.839,6,2008,94910,MAIN
0211.271.839,6,2003,91310,MAIN
0211.272.532,6,2008,94910,MAIN
0211.272.532,6,2003,91310,MAIN
0211.273.423,6,2008,94910,MAIN
0211.273.522,6,2008,94910,MAIN
0211.273.720,6,2008,94910,MAIN
0211.273.720,6,2003,91310,MAIN
0211.273.918,6,2008,94910,MAIN
0211.273.918,6,2003,91310,MAIN
0211.274.215,6,2008,94910,MAIN
0211.274.215,6,2003,91310,MAIN
0211.275.007,6,2008,94910,MAIN
0211.275.007,6,2003,91310,MAIN
0211.275.304,6,2008,94910,MAIN
0211.275.304,6,2003,91310,MAIN
0211.275.502,6,2008,94910,MAIN
0211.275.502,6,2003,91310,MAIN
0211.276.391,6,2008,94910,MAIN
0211.276.391,6,2003,91310,MAIN
0211.276.886,6,2008,94910,MAIN
0211.276.886,6,2003,91310,MAIN
0211.278.767,6,2008,94910,MAIN
0211.278.767,6,2003,91310,MAIN
0211.279.163,6,2008,94910,MAIN
0211.279.163,6,2003,91310,MAIN
0211.279.361,6,2008,94910,MAIN
0211.279.361,6,2003,91310,MAIN
0211.279.757,6,2008,94910,MAIN
0211.279.757,6,2003,91310,MAIN
0211.279.856,6,2008,94910,MAIN
0211.279.856,6,2003,91310,MAIN
0211.279.955,6,2008,94910,MAIN
0211.279.955,6,2003,91310,MAIN
0211.280.450,6,2008,94910,MAIN
0211.280.450,1,2008,94910,MAIN
0211.280.450,6,2003,91310,MAIN
0211.282.925,1,2008,94910,MAIN
0211.283.321,6,2008,94910,MAIN
0211.283.321,6,2003,91310,MAIN
0211.283.915,6,2008,94910,MAIN
0211.283.915,6,2003,91310,MAIN
0211.284.806,6,2008,94910,MAIN
0211.284.806,6,2003,91310,MAIN
0211.285.004,6,2008,94910,MAIN
0211.285.004,6,2003,91310,MAIN
0211.285.103,6,2008,94910,MAIN
0211.285.103,6,2003,91310,MAIN
0211.289.655,6,2008,94910,MAIN
0211.289.655,6,2003,91310,MAIN
0211.290.051,6,2008,94910,MAIN
0211.290.051,6,2003,91310,MAIN
0211.290.744,6,2008,94910,MAIN
0211.290.744,6,2003,91310,MAIN
0211.290.843,6,2008,94910,MAIN
0211.290.843,6,2003,91310,MAIN
0211.291.734,6,2008,94910,MAIN
0211.291.734,6,2003,91310,MAIN
0211.292.031,6,2008,94910,MAIN
0211.292.031,6,2003,91310,MAIN
0211.292.526,6,2008,94910,MAIN
0211.292.526,6,2003,91310,MAIN
0211.292.823,6,2008,94910,MAIN
0211.293.417,6,2008,94910,MAIN
0211.293.417,6,2003,91310,MAIN
0211.294.011,6,2008,94910,MAIN
0211.294.011,6,2003,91310,MAIN
0211.294.209,6,2008,94910,MAIN
0211.294.209,6,2003,91310,MAIN
0211.294.506,6,2008,94910,MAIN
0211.294.506,6,2003,91310,MAIN
0211.294.605,6,2008,94910,MAIN
0211.294.605,6,2003,91310,MAIN
0211.295.296,6,2008,94910,MAIN
0211.295.296,6,2003,91310,MAIN
0211.295.395,6,2008,94910,MAIN
0211.295.395,6,2003,91310,MAIN
0211.295.791,6,2008,94910,MAIN
0211.295.791,6,2003,91310,MAIN
0211.295.989,6,2008,94910,MAIN
0211.295.989,6,2003,91310,MAIN
0211.296.088,6,2008,94910,MAIN
0211.296.088,6,2003,91310,MAIN
0211.296.187,6,2008,94910,MAIN
0211.296.187,6,2003,91310,MAIN
0211.296.286,6,2008,94910,MAIN
0211.296.286,6,2003,91310,MAIN
0211.296.385,6,2008,94910,MAIN
0211.296.385,6,2003,91310,MAIN
0211.296.484,6,2008,94910,MAIN
0211.297.276,6,2008,94910,MAIN
0211.297.276,6,2003,91310,MAIN
0211.297.474,6,2008,94910,MAIN
0211.297.474,6,2003,91310,MAIN
0211.297.771,6,2008,94910,MAIN
0211.297.771,6,2003,91310,MAIN
0211.297.870,6,2008,94910,MAIN
0211.297.870,6,2003,91310,MAIN
0211.298.959,6,2008,94910,MAIN
0211.298.959,6,2003,91310,MAIN
0211.299.058,6,2008,94910,MAIN
0211.299.058,6,2003,91310,MAIN
0211.299.553,6,2008,94910,MAIN
0211.299.553,6,2003,91310,MAIN
0211.299.652,6,2008,94910,MAIN
0211.299.652,6,2003,91310,MAIN
0211.301.632,6,2008,94910,MAIN
0211.301.632,6,2003,91310,MAIN
0211.302.028,6,2008,94910,MAIN
0211.302.028,6,2003,91310,MAIN
0211.302.226,6,2008,94910,MAIN
0211.302.919,6,2008,94910,MAIN
0211.302.919,6,2003,91310,MAIN
0211.303.018,6,2008,94910,MAIN
0211.303.018,6,2003,91310,MAIN
0211.303.810,6,2008,94910,MAIN
0211.303.810,6,2003,91310,MAIN
0211.304.602,6,2008,94910,MAIN
0211.304.602,6,2003,91310,MAIN
0211.305.392,6,2008,94910,MAIN
0211.305.392,6,2003,91310,MAIN
0211.305.689,6,2008,94910,MAIN
0211.305.689,6,2003,91310,MAIN
0211.306.877,6,2008,94910,MAIN
0211.306.877,6,2003,91310,MAIN
0211.306.976,6,2008,94910,MAIN
0211.306.976,6,2003,91310,MAIN
0211.307.273,6,2008,94910,MAIN
0211.307.273,6,2003,91310,MAIN
0211.308.164,6,2008,94910,MAIN
0211.308.164,6,2003,91310,MAIN
0211.310.144,6,2008,94910,MAIN
0211.310.144,6,2003,91310,MAIN
0211.311.134,6,2008,94910,MAIN
0211.311.134,6,2003,91310,MAIN
0211.311.629,6,2008,94910,MAIN
0211.311.629,6,2003,91310,MAIN
0211.311.728,6,2008,94910,MAIN
0211.312.025,6,2008,94910,MAIN
0211.312.025,6,2003,91310,MAIN
0211.312.124,6,2008,94910,MAIN
0211.312.223,6,2008,94910,MAIN
