EstablishmentNumber,StartDate,EnterpriseNumber
2.003.791.158,01-04-1970,0530.580.892
2.003.791.455,01-06-1970,0406.852.444
2.003.791.851,15-04-1980,0405.537.105
2.003.791.950,01-03-1970,0407.152.748
2.003.792.049,01-04-1970,0526.322.691
2.003.792.841,01-03-1970,0407.051.887
2.003.792.940,01-11-1969,0406.760.887
2.003.793.237,01-02-1970,0406.981.910
2.003.793.336,01-02-1970,0406.981.910
2.003.793.930,01-01-1970,0561.454.113
2.003.794.524,06-03-1991,0407.001.013
2.003.794.623,24-01-1965,0405.898.973
2.003.795.910,01-04-1924,0403.269.382
2.003.796.009,01-10-1932,0403.376.577
2.003.796.207,01-06-1939,0401.846.650
2.003.796.306,01-04-1936,0402.060.743
2.003.796.603,18-03-1999,0402.793.290
2.003.797.096,01-12-1946,0401.847.343
2.003.797.492,01-08-1961,0404.399.235
2.003.797.690,01-01-1968,0402.404.104
2.003.798.383,01-10-1939,0403.247.509
2.003.798.581,01-08-1952,0402.832.882
2.003.798.680,01-06-1934,0400.501.122
2.003.798.779,01-05-1946,0402.856.044
2.003.798.878,01-05-1936,0401.897.229
2.003.798.977,01-03-1934,0402.006.996
2.003.799.175,01-10-1938,0402.857.430
2.003.799.571,01-04-1900,0403.406.370
2.003.799.967,01-12-1939,0403.016.885
2.003.800.363,01-01-1961,0402.157.545
2.003.801.254,01-01-1949,0401.777.661
2.003.801.353,01-09-1941,0401.140.629
2.003.801.452,01-09-1965,0401.140.629
2.003.801.551,01-03-1920,0401.750.343
2.003.801.749,01-01-1952,0401.111.529
2.003.802.541,01-09-1955,0404.383.694
2.003.803.135,01-05-1962,0401.243.072
2.003.803.927,01-03-1927,0402.515.356
2.003.804.422,01-05-1960,0401.139.639
2.003.804.521,01-08-1955,0404.383.991
2.003.804.620,01-08-1955,0404.362.316
2.003.805.115,20-07-1956,0403.939.375
2.003.805.313,06-09-1993,0404.243.144
2.003.805.412,06-10-1993,0404.243.144
2.003.805.511,02-09-1992,0404.243.144
2.003.805.610,01-01-1958,0404.243.144
2.003.805.709,13-11-1990,0404.243.144
2.003.805.808,01-04-1946,0403.966.297
2.003.806.006,01-08-1946,0403.930.170
2.003.806.796,01-11-1934,0401.377.090
2.003.806.994,01-01-1955,0401.419.850
2.003.807.093,01-01-1968,0401.162.603
2.003.807.291,16-11-1989,0401.099.453
2.003.807.390,01-02-1957,0401.099.453
2.003.807.489,01-07-1947,0402.503.082
2.003.807.885,01-01-1954,0404.434.966
2.003.807.984,01-02-1946,0402.408.458
2.003.808.281,01-03-1946,0402.358.968
2.003.809.568,01-05-1964,0403.958.973
2.003.809.667,01-06-1948,0402.440.726
2.003.810.162,01-09-1947,0404.407.846
2.003.811.053,01-09-1931,0401.647.504
2.003.811.152,01-06-1930,0401.654.234
2.003.811.251,01-04-1949,0401.701.051
2.003.811.647,01-01-1935,0401.727.181
2.003.811.746,01-01-1976,0401.727.181
2.003.811.845,01-01-1976,0401.727.181
2.003.812.340,01-02-1944,0401.596.232
2.003.812.934,01-01-1999,0405.166.426
2.003.813.132,01-06-1962,0405.302.424
2.003.813.429,01-07-1934,0403.552.464
2.003.813.528,01-07-1934,0403.552.464
2.003.813.726,09-02-1995,0403.552.464
2.003.813.825,01-05-1941,0403.552.464
2.003.813.924,01-05-1941,0403.552.464
2.003.814.023,01-05-1941,0403.552.464
2.003.814.221,11-02-1998,0403.552.464
2.003.814.320,01-12-1998,0403.552.464
2.003.814.518,01-02-1966,0403.552.464
2.003.814.716,01-09-1938,0403.552.464
2.003.814.914,01-01-1958,0403.552.464
2.003.815.904,01-01-1901,0403.552.464
2.003.816.102,01-01-1901,0403.552.464
2.003.816.201,01-01-1901,0403.552.464
2.003.816.496,03-11-1998,0403.552.464
2.003.817.387,01-03-1973,0403.552.464
2.003.818.476,01-01-1956,0404.618.276
2.003.818.674,01-12-1927,0404.836.131
2.003.818.971,01-03-1959,0404.852.363
2.003.819.466,01-01-1912,0404.845.237
2.003.821.446,10-06-1991,0444.217.141
2.003.821.545,01-12-1950,0405.568.678
2.003.821.644,05-11-1961,0405.556.604
2.003.821.743,01-04-1946,0405.444.657
2.003.823.228,01-01-1958,0404.486.337
2.003.823.327,01-05-1952,0402.752.611
2.003.823.426,01-07-1953,0405.361.515
2.003.824.317,01-12-1960,0402.744.196
2.003.825.307,01-02-1945,0403.542.368
2.003.826.394,01-10-1955,0402.976.602
2.003.826.889,01-10-1961,0446.620.563
2.003.827.483,01-12-1933,0404.507.618
2.003.827.978,19-11-1998,0404.507.618
2.003.828.572,01-04-1954,0405.803.755
2.003.829.364,01-10-1961,0403.840.395
2.003.829.463,01-05-1937,0404.190.288
2.003.829.661,13-10-1989,0404.190.783
2.003.829.760,01-02-1964,0404.190.783
2.003.829.859,01-08-1954,0403.808.525
2.003.830.156,01-01-1964,0401.067.383
2.003.830.255,01-08-1938,0401.081.538
2.003.830.750,01-08-1941,0400.079.072
2.003.830.948,01-01-1927,0400.067.788
2.003.831.938,01-10-1930,0400.936.236
2.003.832.037,01-05-1951,0400.950.092
2.003.832.334,01-03-1944,0405.271.542
2.003.833.027,01-03-1937,0405.597.580
2.003.833.918,01-12-1946,0400.704.723
2.003.834.314,01-01-1959,0403.594.135
2.003.834.611,22-05-1925,0404.956.192
2.003.834.710,01-05-1925,0404.956.192
2.003.834.809,01-03-1937,0404.956.192
2.003.835.797,01-01-1953,0405.791.778
2.003.836.094,01-09-1923,0404.156.834
2.003.836.193,01-05-1949,0404.216.915
2.003.836.688,01-04-1962,0404.180.588
2.003.837.282,01-03-1927,0405.546.211
2.003.838.074,01-08-1910,0405.564.126
2.003.838.371,01-01-1942,0405.413.775
2.003.838.470,01-11-1957,0404.977.077
2.003.839.262,01-10-1975,0404.599.272
2.003.839.361,01-11-1951,0404.915.117
2.003.839.658,01-11-1951,0404.982.621
2.003.840.351,01-01-1950,0404.970.743
2.003.841.044,01-04-1918,0404.785.354
2.003.841.242,01-01-1936,0404.724.580
2.003.841.638,05-10-2001,0403.809.812
2.003.843.717,01-02-1958,0404.982.918
2.003.845.004,01-02-1960,0402.223.465
2.003.845.596,02-08-1994,0403.682.227
2.003.846.586,01-07-1946,0400.837.454
2.003.846.784,01-12-1951,0400.723.727
2.003.847.081,01-09-1948,0400.746.392
2.003.848.170,01-04-1970,0406.902.231
2.003.848.863,01-01-1970,0407.044.167
2.003.850.051,16-01-2002,0601.454.438
2.003.851.041,01-01-1918,0863.219.232
2.003.855.989,01-04-1970,0523.449.810
2.003.856.088,02-05-2002,0523.449.810
2.003.856.187,01-04-1970,0407.044.662
2.003.856.385,01-04-1970,0527.503.618
2.003.857.771,01-10-1972,0407.023.183
2.003.858.464,01-03-1970,0407.023.480
2.003.859.751,28-02-1970,0542.022.934
2.003.860.444,12-11-1969,0406.877.584
2.003.861.137,01-03-1970,0407.044.959
2.003.862.721,01-04-1970,0407.015.364
2.003.863.513,01-04-1970,0406.949.543
2.003.863.711,01-04-1970,0609.600.953
2.003.863.909,01-03-1970,0407.028.529
2.003.864.008,01-04-1970,0608.816.738
2.003.864.701,01-03-1970,0406.964.884
2.003.865.194,01-04-1970,0407.074.851
2.003.866.184,01-06-1970,0406.755.939
2.003.867.867,01-12-1969,0400.691.162
2.003.868.461,01-04-1970,0590.593.507
2.003.868.956,29-12-1988,0637.451.633
2.003.869.550,01-04-1970,0407.050.996
2.003.870.045,01-04-1970,0407.049.018
2.003.870.144,01-01-1970,0406.932.222
2.003.870.936,01-04-1970,0407.022.094
2.003.872.817,01-04-1970,0643.012.802
2.003.873.510,01-01-1969,0406.088.817
2.003.873.906,01-04-1970,0407.029.915
2.003.874.795,01-01-1970,0406.919.552
2.003.875.290,01-10-1969,0406.967.557
2.003.875.884,01-01-1970,0406.985.076
2.003.876.181,01-05-1970,0608.651.541
2.003.877.864,01-09-1945,0401.998.385
2.003.877.963,09-05-1977,0401.998.385
2.003.878.458,15-10-1990,0403.113.588
2.003.878.656,01-01-1946,0401.105.193
2.003.879.052,01-01-1947,0400.347.407
2.003.879.745,01-01-1939,0402.521.393
2.003.880.042,01-03-1995,0401.260.195
2.003.880.537,01-07-1946,0401.229.909
2.003.880.636,01-10-1957,0402.989.765
2.003.890.039,01-03-1940,0403.257.209
2.003.890.633,01-11-1954,0402.782.503
2.003.890.732,01-10-1937,0402.522.185
2.003.891.128,01-08-1944,0402.204.560
2.003.891.227,01-12-1938,0402.671.942
2.003.891.722,01-01-1936,0401.561.885
2.003.891.920,01-05-1956,0401.708.870
2.003.893.108,01-07-1960,0405.935.694
2.003.894.294,21-12-1992,0402.980.659
2.003.895.581,01-11-1934,0401.117.071
2.003.896.868,01-01-1970,0407.000.122
2.003.897.264,01-04-1970,0407.020.611
2.003.897.462,01-10-1969,0406.968.844
2.003.897.561,25-04-1995,0703.204.468
2.003.898.452,01-07-1961,0401.333.639
2.003.898.650,01-01-1970,0705.098.245
2.003.902.016,14-10-1998,0404.535.926
2.003.902.511,01-04-1961,0565.200.291
2.003.903.105,01-01-1937,0402.320.465
2.003.903.501,01-01-1930,0402.335.016
2.003.903.697,01-03-1922,0401.989.576
2.003.903.895,01-12-1946,0400.448.167
2.003.904.093,14-07-2000,0403.047.074
2.003.904.291,01-04-1961,0400.613.463
2.003.904.390,01-03-1935,0401.383.525
2.003.904.588,01-06-1954,0405.719.227
2.003.904.786,01-03-1932,0402.337.093
2.003.905.182,01-09-1949,0405.851.463
2.003.905.380,01-01-1932,0400.434.113
2.003.905.578,01-11-1944,0405.544.330
2.003.906.073,07-06-1989,0405.456.634
2.003.906.172,01-05-1953,0405.456.634
2.003.906.271,30-10-2001,0402.754.688
2.003.907.063,20-12-2001,0405.571.747
2.003.907.459,01-09-1935,0402.754.886
2.003.908.944,01-07-1925,0404.514.249
2.003.910.528,01-06-1957,0405.190.873
2.003.910.627,01-01-1952,0405.263.327
2.003.911.221,01-02-1941,0405.074.770
2.003.911.815,01-01-1939,0401.007.403
2.003.912.013,01-03-1923,0400.148.160
2.003.912.805,01-12-1970,0406.005.673
2.003.915.476,01-06-1950,0404.891.460
2.003.915.575,01-05-1949,0404.914.523
2.003.916.367,01-05-1941,0405.742.684
2.003.916.466,01-08-1950,0400.695.518
2.003.916.763,01-09-1948,0400.716.007
2.003.916.862,01-10-1940,0402.890.983
2.003.916.961,01-05-1953,0405.546.904
2.003.917.456,01-05-1963,0405.448.320
2.003.917.654,01-05-1945,0405.548.585
2.003.917.852,01-03-1951,0405.519.386
2.003.918.050,01-05-1948,0405.535.026
2.003.918.248,01-07-1949,0404.632.332
2.003.918.644,01-04-1956,0404.958.073
2.003.919.040,01-01-1968,0404.282.241
2.003.919.931,01-05-1947,0404.133.375
2.003.920.327,01-05-1956,0404.957.281
2.003.921.317,01-08-1963,0404.657.571
2.003.922.604,01-10-1960,0404.207.116
2.003.922.901,01-01-1957,0404.985.985
2.003.923.394,01-01-1938,0406.041.406
2.003.923.493,01-07-1948,0401.354.326
2.003.923.592,01-07-1948,0401.354.326
2.003.925.176,01-04-1939,0405.450.991
2.003.925.869,01-01-1943,0405.575.509
2.003.925.968,09-02-1994,0405.575.509
2.003.926.067,01-07-1958,0405.563.235
2.003.926.562,01-02-1947,0400.800.931
2.003.926.958,01-08-1924,0404.051.520
2.003.927.156,01-07-1945,0400.817.163
2.003.928.344,01-01-1900,0400.103.620
2.003.928.938,01-10-1934,0400.272.181
2.003.929.037,01-02-1941,0400.272.181
2.003.929.928,01-04-1929,0400.934.652
2.003.931.215,01-01-1958,0405.250.756
2.003.931.314,01-01-1958,0405.250.756
2.003.931.413,01-01-1954,0405.240.561
2.003.932.106,01-04-1970,0407.054.758
2.003.933.391,01-06-1970,0407.072.970
2.003.933.490,01-10-1977,0407.072.970
2.003.933.787,01-04-1970,0596.985.906
2.003.933.985,11-03-1970,0407.031.794
2.003.936.064,01-04-1970,0704.051.734
2.003.936.460,18-08-1988,0696.260.258
2.003.937.153,18-02-1991,0442.771.742
2.003.937.252,01-04-1970,0569.213.618
2.003.937.351,01-05-1969,0406.849.969
2.003.937.450,01-01-1970,0407.021.995
2.003.937.945,01-03-1971,0532.815.456
2.003.938.044,01-10-1969,0406.888.076
2.003.938.143,01-03-1970,0407.033.576
2.003.939.232,01-04-1970,0407.028.628
2.003.939.727,01-04-1970,0645.015.950
2.003.940.222,17-09-1992,0531.668.579
2.003.940.816,01-01-1970,0407.023.282
2.003.940.915,01-01-1970,0407.023.282
2.003.941.311,01-04-1970,0520.086.482
2.003.941.410,24-04-1970,0520.086.482
2.003.943.784,22-07-1991,0406.928.460
2.003.946.754,15-02-1980,0407.026.648
2.003.947.348,01-04-1970,0636.020.387
2.003.947.447,01-03-1970,0407.064.260
2.003.948.239,01-04-1970,0407.072.772
2.003.948.437,01-05-1970,0571.588.336
2.003.949.328,01-12-1969,0406.938.061
2.003.950.615,22-07-1999,0648.018.002
2.003.950.813,29-07-1983,0643.019.928
2.003.952.890,01-04-1969,0406.632.116
2.003.955.563,01-01-1970,0407.032.586
2.003.956.256,01-04-1970,0407.076.336
2.003.957.741,01-05-1948,0402.084.103
2.003.958.038,01-04-1970,0407.027.935
2.003.958.632,29-05-1997,0407.020.809
2.003.958.830,01-03-1970,0407.029.024
2.003.959.622,01-04-1970,0776.072.353
2.003.959.721,09-11-1988,0776.072.353
2.003.959.820,01-03-1970,0402.019.270
2.003.960.018,01-04-1970,0573.454.397
2.003.960.612,01-04-1970,0407.117.413
2.003.960.909,01-03-1970,0407.028.727
2.003.961.897,01-02-1970,0400.355.226
2.003.962.887,01-04-1970,0735.034.227
2.003.963.085,01-01-1975,0407.053.570
2.003.963.184,01-04-1970,0407.053.570
2.003.963.283,01-01-1978,0407.053.570
2.003.963.382,01-10-1972,0407.053.570
2.003.963.679,01-04-1970,0627.018.193
2.003.964.372,01-04-1970,0407.025.856
2.003.964.867,01-03-1970,0407.119.589
2.003.965.065,01-03-1970,0407.119.292
2.003.965.164,01-12-1969,0406.941.625
2.003.965.758,05-02-1998,0407.064.161
2.003.965.857,01-04-1970,0407.029.717
2.003.966.154,01-08-1941,0403.247.806
2.003.966.946,01-12-1947,0402.937.802
2.003.967.837,01-08-1934,0402.785.372
2.003.969.322,01-09-1928,0401.120.536
2.003.970.312,01-01-1961,0400.564.072
2.003.970.411,01-02-1939,0403.087.557
2.003.970.807,18-02-1988,0403.188.616
2.003.970.906,01-12-1940,0400.434.311
2.003.971.005,01-05-1948,0401.840.316
2.003.973.577,01-11-1969,0406.907.179
2.003.973.676,01-07-1956,0406.907.179
2.003.974.171,15-08-1975,0407.026.747
2.003.974.270,01-04-1970,0407.030.707
2.003.974.963,01-05-1961,0405.330.930
2.003.976.448,01-02-1961,0405.142.472
2.003.976.547,01-01-1971,0405.142.472
2.003.976.646,01-01-1972,0405.142.472
2.003.977.339,01-10-1952,0405.103.177
2.003.977.438,01-01-1908,0405.189.883
2.003.977.834,01-11-1963,0580.770.672
2.003.979.121,01-01-1961,0401.379.268
2.003.980.705,01-04-1962,0401.183.783
2.003.980.804,01-07-1942,0401.807.850
2.003.981.297,01-07-1952,0402.743.208
2.003.981.594,09-04-1954,0405.374.975
2.003.981.990,01-04-1964,0405.184.836
2.003.982.188,01-05-1958,0400.915.846
2.003.982.386,01-01-1938,0405.903.032
2.003.982.683,01-09-1951,0404.911.256
2.003.982.782,01-06-1963,0404.546.319
2.003.982.980,01-12-1937,0404.795.252
2.003.983.079,01-11-1963,0404.658.363
2.003.983.376,01-12-1935,0404.834.646
2.003.983.673,01-03-1947,0404.598.579
2.003.983.970,06-12-1993,0404.661.927
2.003.984.267,01-06-1964,0404.724.481
2.003.984.366,01-03-1949,0404.815.543
2.003.984.663,01-06-1941,0400.703.238
2.003.984.960,01-05-1954,0404.899.180
2.003.985.950,01-10-1996,0401.609.593
2.003.987.138,01-11-1947,0401.739.950
2.003.987.336,01-02-1936,0402.306.312
2.003.988.425,01-01-1954,0402.458.344
2.003.989.910,01-11-1932,0402.316.111
2.003.990.603,01-06-1957,0405.244.224
2.003.990.801,01-08-1993,0401.366.303
2.003.991.096,01-02-1953,0401.341.557
2.003.991.393,01-03-1960,0405.562.740
2.003.991.591,01-09-1943,0405.580.556
2.003.991.789,01-07-1949,0405.563.829
2.003.992.581,01-05-1955,0405.261.149
2.003.992.680,01-07-1973,0405.261.149
2.003.992.977,01-07-1955,0403.596.412
2.003.993.571,01-04-1956,0403.558.503
2.003.993.670,01-02-1948,0400.966.821
2.003.993.967,01-01-1937,0403.593.343
2.003.994.957,01-03-1952,0405.524.435
2.003.995.452,01-03-1938,0400.208.439
2.003.995.749,01-03-1937,0400.301.281
2.003.995.947,12-02-1993,0400.323.255
2.003.996.145,01-10-1932,0400.173.597
2.003.996.343,01-01-1963,0400.318.406
2.003.996.442,01-12-1956,0404.209.094
2.003.996.541,01-05-1929,0404.143.075
2.003.998.917,01-03-1956,0401.016.113
2.003.999.808,01-10-1922,0405.028.349
2.004.000.501,06-06-1986,0400.301.875
2.004.000.697,01-07-1959,0400.301.875
2.004.001.192,01-10-1933,0400.041.064
2.004.001.885,01-08-1947,0400.147.566
2.004.002.875,01-09-1945,0404.114.668
2.004.003.073,01-08-1933,0404.027.467
2.004.003.271,01-03-1952,0404.790.106
2.004.003.370,01-11-1946,0404.545.824
2.004.003.469,01-07-1909,0404.456.247
2.004.003.568,01-08-1999,0404.491.582
2.004.003.865,01-12-1940,0404.663.016
2.004.003.964,03-04-2001,0404.913.632
2.004.005.152,01-12-1960,0403.769.725
2.004.006.241,01-05-1961,0401.555.452
2.004.006.340,01-05-1961,0401.555.452
2.004.007.033,01-04-1937,0401.414.803
2.004.007.231,01-12-1937,0401.531.104
2.004.007.627,01-03-1955,0404.374.885
2.004.007.726,01-03-1955,0404.374.885
2.004.008.221,01-07-1942,0403.031.040
2.004.008.320,01-06-1959,0403.042.621
2.004.008.815,01-12-1962,0405.177.314
2.004.009.409,01-05-1957,0405.261.248
2.004.009.607,01-01-1908,0400.037.995
2.004.011.288,01-01-1932,0404.719.632
2.004.011.387,01-04-1911,0404.702.014
2.004.012.080,01-02-1947,0404.206.126
2.004.012.476,01-12-1958,0404.165.742
2.004.013.565,01-01-1949,0404.586.901
2.004.013.961,01-08-1960,0400.775.294
2.004.014.753,01-01-1934,0404.727.946
2.004.014.951,27-02-2001,0404.266.603
2.004.015.743,01-07-1952,0401.178.637
2.004.016.436,27-11-1991,0405.860.371
2.004.016.832,07-10-1998,0401.189.228
2.004.017.822,01-01-1950,0400.552.788
2.004.018.812,01-12-1949,0401.249.606
2.004.019.109,01-02-1922,0402.492.788
2.004.019.208,01-02-1922,0402.492.788
2.004.019.604,09-10-1991,0403.223.357
2.004.020.295,01-05-1941,0403.336.688
2.004.020.394,01-09-1951,0401.948.796
2.004.021.384,01-03-1940,0403.291.554
2.004.021.879,01-07-1948,0401.950.974
2.004.021.978,01-07-1955,0402.210.005
2.004.024.156,01-02-1969,0406.432.275
2.004.024.255,01-01-1970,0406.979.831
2.004.024.354,01-09-1969,0406.838.388
2.004.025.641,01-02-1970,0577.782.874
2.004.026.235,01-04-1970,0407.056.837
2.004.026.334,01-04-1970,0407.026.153
2.004.026.433,01-10-1970,0407.056.243
2.004.027.819,01-06-1970,0636.021.872
2.004.028.116,01-03-1970,0407.032.091
2.004.028.314,01-05-1970,0407.062.775
2.004.028.413,01-05-1970,0406.969.141
2.004.029.007,01-05-1970,0530.583.862
2.004.029.896,01-07-1958,0405.432.086
2.004.030.292,01-01-1970,0604.826.672
2.004.031.084,02-06-1993,0650.012.242
2.004.032.074,01-09-1970,0407.053.471
2.004.033.163,01-05-1970,0677.257.463
2.004.035.935,01-05-1970,0648.024.435
2.004.036.133,01-12-1969,0406.948.553
2.004.036.628,01-05-1970,0407.128.695
2.004.038.806,01-02-1965,0403.006.195
2.004.039.893,01-03-1949,0404.349.943
2.004.040.487,01-02-1961,0402.639.278
2.004.040.883,01-10-1901,0401.782.017
2.004.041.180,01-01-1939,0401.514.672
2.004.042.071,01-01-1963,0402.389.157
2.004.042.467,01-01-1968,0403.947.491
2.004.042.566,01-03-1952,0401.750.838
2.004.042.764,09-02-1995,0401.132.117
2.004.042.962,01-10-1946,0401.124.593
2.004.043.160,01-06-1960,0403.525.641
2.004.043.556,01-11-1954,0401.937.019
2.004.044.150,01-02-1954,0401.898.417
2.004.045.239,01-03-1960,0404.341.233
2.004.045.536,01-03-1961,0403.921.559
2.004.045.932,01-04-1970,0407.057.530
2.004.046.427,01-05-1970,0406.880.752
2.004.047.120,01-04-1970,0407.073.069
2.004.047.615,01-05-1970,0627.021.064
2.004.048.110,01-04-1970,0407.134.932
2.004.049.890,01-07-1969,0406.924.896
2.004.051.276,01-05-1970,0407.134.140
2.004.052.167,01-10-1938,0401.120.932
2.004.052.464,01-05-1956,0401.210.311
2.004.052.959,01-01-1951,0402.465.371
2.004.053.157,01-01-1901,0402.565.935
2.004.053.454,01-09-1933,0401.883.866
2.004.053.850,01-01-1961,0402.301.362
2.004.054.048,01-12-1998,0403.939.672
2.004.054.147,01-01-1925,0403.939.672
2.004.054.246,01-07-1939,0405.843.446
2.004.054.840,01-03-1943,0402.682.929
2.004.055.434,01-08-1948,0403.690.937
2.004.055.731,01-10-1948,0400.831.120
2.004.056.127,01-07-1947,0400.768.069
2.004.056.721,01-09-1948,0400.782.917
2.004.057.117,01-12-1948,0403.633.529
2.004.057.909,01-02-1948,0403.631.945
2.004.058.206,01-02-1961,0400.888.033
2.004.058.897,01-01-1951,0404.216.618
2.004.059.095,01-12-1953,0448.746.645
2.004.059.689,01-08-1956,0404.190.090
2.004.059.788,01-05-1970,0404.190.090
2.004.060.481,01-06-1948,0404.555.920
2.004.060.679,01-04-1946,0404.984.896
2.004.061.471,01-11-1919,0404.794.559
2.004.061.570,01-07-1948,0400.769.158
2.004.062.065,31-05-2001,0404.979.354
2.004.062.362,01-03-1920,0404.597.787
2.004.063.253,01-03-1946,0405.521.960
2.004.063.451,01-08-1948,0405.527.997
2.004.063.649,01-01-1959,0400.513.097
2.004.063.748,02-07-1988,0400.513.097
2.004.064.342,01-03-1951,0404.675.783
2.004.064.540,01-07-1956,0404.046.075
2.004.064.639,01-06-1940,0405.254.518
2.004.064.738,01-01-1958,0405.254.617
2.004.065.728,01-09-1903,0404.725.570
2.004.065.827,01-08-1960,0404.656.977
2.004.066.025,04-02-1991,0404.490.196
2.004.066.124,01-10-1953,0404.490.196
2.004.066.223,01-09-1933,0404.842.564
2.004.066.421,01-01-1957,0404.777.139
2.004.066.817,01-09-1906,0405.583.526
2.004.066.916,01-05-1946,0405.568.579
2.004.067.906,29-09-1980,0866.855.346
2.004.068.104,01-10-1957,0866.855.346
2.004.068.401,01-10-1920,0866.855.346
2.004.068.597,01-10-1920,0866.855.346
2.004.068.696,01-10-1920,0866.855.346
2.004.068.795,01-10-1920,0866.855.346
2.004.068.894,01-10-1920,0866.855.346
2.004.069.191,01-10-1920,0866.855.346
2.004.069.290,01-10-1920,0866.855.346
2.004.069.587,01-10-1920,0866.855.346
2.004.070.379,01-12-1946,0866.855.346
2.004.070.478,01-12-1946,0866.855.346
2.004.070.577,01-12-1946,0866.855.346
2.004.071.963,01-10-1969,0404.054.092
2.004.072.458,01-12-1957,0404.054.092
2.004.072.953,01-12-1948,0404.054.092
2.004.073.151,26-06-1997,0404.054.092
2.004.073.349,26-06-1997,0404.054.092
2.004.073.448,01-04-1963,0404.054.092
2.004.073.646,01-09-1976,0404.054.092
2.004.073.943,01-01-1956,0404.054.092
2.004.074.042,01-02-1957,0404.054.092
2.004.076.022,01-07-1960,0405.255.409
2.004.076.121,01-07-1960,0405.255.409
2.004.076.220,01-07-1960,0405.255.409
2.004.076.319,01-11-1946,0405.271.839
2.004.077.408,01-04-1958,0404.665.885
2.004.077.507,01-01-1962,0404.910.662
2.004.077.804,01-06-1936,0405.801.082
2.004.079.089,01-09-1960,0404.734.280
2.004.079.188,01-02-1927,0404.757.343
2.004.079.584,27-04-2000,0404.734.874
2.004.080.079,01-05-1935,0404.664.303
2.004.080.178,01-04-1950,0404.913.929
2.004.080.574,01-01-1904,0404.752.195
2.004.081.168,20-06-1995,0432.828.648
2.004.081.465,01-01-1961,0405.044.383
2.004.081.564,08-03-1988,0432.828.549
2.004.082.455,01-07-1948,0404.062.804
2.004.082.950,01-12-1932,0400.053.833
2.004.083.049,01-09-1952,0401.006.710
2.004.083.445,01-09-1953,0400.942.372
2.004.084.435,01-10-1962,0405.035.871
2.004.085.722,01-12-1942,0400.173.104
2.004.085.821,01-05-1939,0400.237.044
2.004.085.920,01-05-1970,0407.127.014
2.004.086.712,01-04-1970,0407.026.945
2.004.087.306,01-02-1970,0406.853.335
2.004.087.603,01-05-1969,0403.654.117
2.004.087.702,01-02-1971,0403.654.117
2.004.088.690,07-06-1991,0401.575.842
2.004.088.789,11-05-1993,0557.919.056
2.004.089.482,01-04-1970,0407.119.391
2.004.090.472,29-08-1979,0587.528.604
2.004.091.264,01-05-1970,0613.504.808
2.004.091.462,01-04-1970,0407.124.638
2.004.091.561,01-09-1962,0402.705.002
2.004.091.660,01-06-1970,0648.214.178
2.004.092.650,01-05-1970,0646.117.295
2.004.092.749,01-08-1970,0407.180.462
2.004.093.541,01-06-1970,0601.455.230
2.004.093.739,01-06-1970,0509.497.448
2.004.094.729,01-04-1970,0407.186.895
2.004.095.620,01-06-1970,0509.476.167
2.004.096.511,01-04-1970,0407.132.457
2.004.097.105,01-05-1970,0406.906.783
2.004.097.303,01-12-1974,0407.118.896
2.004.098.390,01-01-1970,0406.931.727
2.004.098.984,01-06-1970,0594.891.595
2.004.099.083,04-05-1970,0623.557.570
2.004.099.281,01-04-1970,0659.020.869
2.004.100.469,01-05-1970,0704.016.496
2.004.100.766,01-06-1970,0704.016.003
2.004.100.865,01-01-1969,0406.576.389
2.004.102.152,16-06-1987,0407.111.275
2.004.102.845,01-05-1970,0407.115.928
2.004.104.132,01-10-1947,0404.968.367
2.004.104.627,01-05-1970,0652.028.753
2.004.104.726,20-05-1992,0652.028.753
2.004.110.169,01-01-1970,0407.123.153
2.004.110.961,01-03-1970,0407.118.403
2.004.111.357,01-03-1970,0407.060.795
2.004.111.753,01-05-1970,0407.126.123
2.004.112.149,01-01-1964,0401.161.118
2.004.112.248,01-01-1961,0401.161.118
2.004.114.228,01-11-1938,0405.625.888
2.004.114.426,01-01-1946,0401.774.889
2.004.114.723,01-09-1952,0404.362.118
2.004.114.822,01-03-1995,0400.347.011
2.004.117.097,01-03-1961,0404.355.881
2.004.117.493,01-11-1964,0405.128.220
2.004.117.691,01-04-1967,0425.353.116
2.004.117.889,01-04-1967,0425.353.116
2.004.118.384,01-12-1912,0403.807.337
2.004.118.780,01-06-1970,0520.254.946
2.004.118.978,01-04-1970,0406.945.781
2.004.119.275,01-05-1970,0407.127.212
2.004.119.374,01-06-1970,0523.612.037
2.004.119.572,01-07-1948,0405.818.207
2.004.121.156,01-04-1970,0407.117.809
2.004.122.542,01-03-1970,0710.287.646
2.004.122.641,01-03-1970,0710.287.646
2.004.124.027,01-04-1957,0403.148.925
2.004.124.522,01-10-1960,0402.049.063
2.004.124.720,01-09-1937,0401.134.590
2.004.124.819,01-01-1971,0407.975.961
2.004.125.512,01-07-1958,0401.946.125
2.004.125.611,14-10-1997,0401.946.125
2.004.125.710,14-10-1997,0401.946.125
2.004.125.809,14-10-1997,0401.946.125
2.004.125.908,14-10-1997,0401.946.125
2.004.126.007,14-10-1997,0401.946.125
2.004.127.193,01-06-1938,0401.145.973
2.004.128.777,01-05-1939,0402.583.751
2.004.129.074,01-01-1954,0405.732.489
2.004.129.272,01-06-1934,0402.911.670
2.004.129.569,01-09-1920,0401.418.068
2.004.129.767,01-01-1952,0401.254.950
