EstablishmentNumber,StartDate,EnterpriseNumber
2.004.130.955,01-06-1923,0401.175.766
2.004.131.252,01-01-1986,0427.877.094
2.004.131.450,01-09-1952,0401.237.827
2.004.131.945,01-03-1958,0405.021.817
2.004.133.232,08-05-1989,0436.089.828
2.004.133.331,01-01-1960,0405.547.496
2.004.134.123,01-01-1961,0405.455.644
2.004.135.311,01-12-1935,0400.623.658
2.004.135.608,20-05-1997,0400.979.786
2.004.136.004,01-02-1962,0400.984.934
2.004.137.487,01-10-1957,0404.921.154
2.004.137.586,01-12-1925,0404.800.301
2.004.137.883,13-03-2000,0423.097.766
2.004.138.378,01-08-1909,0404.810.890
2.004.138.675,01-04-1964,0404.801.388
2.004.138.774,01-07-1947,0404.536.619
2.004.139.071,01-07-1961,0404.991.232
2.004.139.269,01-03-1953,0405.999.735
2.004.139.665,01-09-1942,0405.069.030
2.004.139.962,01-07-1942,0405.045.670
2.004.140.358,01-01-1954,0405.049.432
2.004.141.843,01-02-1964,0402.010.164
2.004.141.942,01-03-1950,0400.728.477
2.004.142.140,01-07-1950,0400.078.775
2.004.142.239,01-03-1947,0400.029.582
2.004.145.407,01-01-1953,0406.062.091
2.004.145.902,01-10-1945,0405.275.995
2.004.146.197,01-04-1953,0405.217.203
2.004.146.890,01-05-1948,0401.191.109
2.004.147.781,01-08-1950,0405.520.277
2.004.148.177,01-04-1941,0401.343.735
2.004.148.969,01-09-1924,0404.741.606
2.004.149.068,01-11-1930,0404.861.469
2.004.149.167,01-04-1945,0403.749.434
2.004.149.563,01-01-1948,0404.138.226
2.004.149.662,01-01-1948,0404.152.280
2.004.149.761,01-12-1955,0404.218.004
2.004.149.959,01-08-1959,0404.158.121
2.004.151.741,01-02-1944,0404.557.306
2.004.152.632,01-10-1918,0404.807.922
2.004.152.731,01-12-1963,0404.736.557
2.004.153.424,01-01-1955,0405.145.838
2.004.153.721,01-02-1950,0405.169.988
2.004.153.919,01-06-1964,0405.125.943
2.004.154.216,01-01-1952,0405.813.851
2.004.155.008,01-07-1957,0405.306.085
2.004.155.701,01-02-1960,0402.751.126
2.004.156.095,01-05-1955,0405.533.046
2.004.156.194,01-01-1952,0405.126.834
2.004.157.481,01-01-1949,0404.856.422
2.004.157.679,01-01-1949,0405.528.690
2.004.157.778,01-08-1955,0405.413.676
2.004.157.976,01-06-1954,0405.458.911
2.004.158.471,01-12-1963,0405.428.821
2.004.158.966,01-04-1961,0405.440.895
2.004.159.560,12-03-1970,0407.602.809
2.004.160.154,01-01-1970,0407.012.889
2.004.160.253,01-02-1970,0406.980.128
2.004.160.352,01-02-1970,0406.980.227
2.004.163.322,01-06-1970,0602.518.369
2.004.163.421,01-10-1969,0406.825.720
2.004.163.619,01-04-1970,0407.086.135
2.004.164.510,01-03-1970,0407.075.841
2.004.164.807,10-12-1969,0406.949.939
2.004.165.104,01-06-1970,0519.519.330
2.004.165.597,01-06-1970,0406.455.734
2.004.165.993,01-06-1970,0406.874.121
2.004.170.151,01-10-1970,0407.118.995
2.004.170.646,01-06-1969,0406.952.117
2.004.170.844,01-06-1970,0657.046.425
2.004.171.537,09-02-1977,0612.461.265
2.004.171.636,02-04-1992,0612.461.265
2.004.172.329,01-01-1970,0406.928.262
2.004.173.418,01-04-1970,0407.055.946
2.004.175.792,01-04-1970,0407.034.764
2.004.176.683,13-07-1998,0516.531.235
2.004.177.475,01-06-1970,0407.073.663
2.004.177.574,01-05-1970,0627.030.962
2.004.180.247,01-02-1969,0406.419.904
2.004.180.841,01-06-1970,0629.021.739
2.004.181.138,01-04-1970,0407.133.645
2.004.181.633,01-05-1972,0529.645.833
2.004.181.930,01-06-1970,0703.160.423
2.004.182.128,01-05-1970,0407.056.540
2.004.182.425,01-06-1970,0704.022.535
2.004.182.722,01-01-1959,0400.306.330
2.004.184.997,01-06-1969,0407.638.837
2.004.185.393,01-02-1954,0403.965.507
2.004.186.086,01-05-1949,0403.886.323
2.004.186.779,01-01-1950,0403.900.971
2.004.187.175,01-05-1949,0403.947.590
2.004.187.373,01-11-1950,0402.360.948
2.004.188.363,01-08-1951,0403.904.733
2.004.188.660,01-04-1962,0204.359.994
2.004.188.759,01-04-1962,0205.797.475
2.004.188.858,01-01-1963,0404.354.002
2.004.188.957,16-05-1977,0404.354.002
2.004.189.056,01-01-1976,0404.354.002
2.004.189.155,12-03-1979,0404.354.002
2.004.189.254,01-12-1913,0202.395.052
2.004.189.749,17-07-1948,0402.455.473
2.004.189.848,01-01-1962,0403.983.719
2.004.189.947,01-01-1949,0403.876.920
2.004.190.046,01-01-1949,0403.876.920
2.004.190.145,01-01-1949,0402.413.903
2.004.190.739,01-04-1979,0402.315.220
2.004.191.927,16-07-1990,0403.948.679
2.004.192.224,01-07-1962,0404.330.147
2.004.192.323,01-08-1953,0401.115.586
2.004.192.521,02-07-1986,0401.176.855
2.004.192.620,01-03-1935,0401.176.855
2.004.192.719,01-05-1946,0401.199.423
2.004.193.412,01-10-1946,0401.197.839
2.004.193.511,01-07-1939,0401.129.147
2.004.193.610,01-01-1961,0401.174.875
2.004.194.303,01-02-1943,0404.697.064
2.004.195.192,01-04-1958,0405.026.468
2.004.195.291,01-04-1958,0405.026.468
2.004.195.687,01-11-1971,0405.081.995
2.004.195.786,01-01-1956,0405.081.995
2.004.196.479,01-01-1933,0403.197.722
2.004.197.073,01-08-1962,0404.480.694
2.004.197.568,20-09-1990,0404.311.638
2.004.197.766,01-01-1964,0404.497.126
2.004.198.261,01-03-1953,0404.295.109
2.004.198.558,01-02-1940,0404.585.713
2.004.199.053,01-02-1950,0404.284.914
2.004.199.152,01-08-1974,0404.284.914
2.004.199.746,01-07-1946,0404.762.984
2.004.199.845,01-01-1951,0404.855.036
2.004.199.944,01-07-1958,0404.782.285
2.004.200.142,01-01-1955,0404.289.268
2.004.200.241,01-11-1959,0404.289.268
2.004.200.439,01-07-1994,0404.854.640
2.004.200.736,01-04-1946,0404.853.155
2.004.200.934,01-05-1945,0404.812.870
2.004.201.033,01-01-1948,0404.812.969
2.004.201.429,01-12-1957,0404.812.177
2.004.202.023,01-05-1944,0405.039.435
2.004.202.716,01-06-1970,0669.069.277
2.004.203.013,01-04-1970,0406.981.514
2.004.203.508,27-08-1999,0697.491.366
2.004.203.607,27-08-1999,0697.491.366
2.004.203.805,01-04-1970,0705.104.183
2.004.204.397,01-04-1970,0574.923.552
2.004.204.595,01-01-1973,0407.123.945
2.004.204.892,01-05-1970,0407.577.073
2.004.205.684,16-09-1996,0609.698.547
2.004.205.981,01-01-1961,0404.751.702
2.004.206.080,01-01-1961,0404.751.702
2.004.206.179,01-01-1961,0404.751.702
2.004.206.278,01-01-1961,0404.751.702
2.004.206.377,01-01-1961,0404.751.702
2.004.206.476,06-07-1990,0404.751.702
2.004.207.565,01-12-1962,0404.369.739
2.004.208.456,01-01-1943,0401.199.324
2.004.208.654,01-04-1948,0401.707.286
2.004.208.753,01-05-1953,0401.707.286
2.004.208.951,01-07-1928,0401.763.508
2.004.209.347,01-05-1939,0405.879.177
2.004.209.644,01-01-1956,0405.628.759
2.004.209.842,01-01-1948,0401.779.542
2.004.209.941,01-01-1948,0401.779.542
2.004.210.040,01-04-1975,0401.779.542
2.004.210.139,06-11-1986,0401.779.542
2.004.210.238,01-01-1960,0404.357.663
2.004.211.030,01-04-1947,0400.578.326
2.004.211.228,01-05-1961,0402.622.452
2.004.211.723,01-03-1953,0401.173.687
2.004.212.317,01-07-1946,0401.207.242
2.004.213.307,01-02-1960,0403.057.764
2.004.213.505,01-01-1982,0403.054.004
2.004.213.802,01-01-1937,0400.134.007
2.004.214.295,01-01-1943,0401.061.742
2.004.214.790,01-07-1954,0400.946.827
2.004.214.889,01-11-1946,0400.616.829
2.004.215.978,01-01-1964,0405.418.725
2.004.216.176,01-03-1960,0405.482.863
2.004.216.473,01-02-1946,0405.044.680
2.004.217.067,01-11-1957,0405.370.621
2.004.217.265,19-07-1958,0402.762.113
2.004.217.562,01-03-1964,0405.404.273
2.004.217.859,01-04-1960,0405.424.069
2.004.219.047,02-12-1999,0402.141.214
2.004.219.740,01-06-1970,0407.098.409
2.004.219.839,01-03-1970,0407.075.247
2.004.220.433,01-04-1970,0407.088.511
2.004.220.730,01-04-1970,0407.088.214
2.004.221.126,01-06-1970,0523.547.602
2.004.221.423,01-02-1970,0407.051.491
2.004.221.720,01-04-1970,0407.082.967
2.004.222.116,01-08-1952,0401.364.224
2.004.222.215,01-08-1952,0401.364.224
2.004.222.314,01-08-1952,0401.364.224
2.004.222.413,01-08-1952,0401.364.224
2.004.222.512,01-08-1952,0401.364.224
2.004.222.611,23-06-1992,0401.364.224
2.004.222.710,23-06-1992,0401.364.224
2.004.222.809,07-07-1982,0401.364.224
2.004.222.908,01-05-1954,0401.364.224
2.004.223.007,01-05-1954,0401.364.224
2.004.223.106,01-05-1954,0401.364.224
2.004.223.797,01-07-1958,0404.285.211
2.004.225.183,01-04-1924,0405.388.536
2.004.225.282,01-08-1964,0405.388.536
2.004.225.975,01-01-1954,0405.205.919
2.004.226.272,01-07-1962,0405.294.110
2.004.227.064,01-08-1939,0402.826.944
2.004.227.163,01-02-1957,0402.091.130
2.004.227.262,01-04-1977,0402.091.130
2.004.227.559,01-04-1941,0403.012.729
2.004.227.856,01-09-1947,0403.160.407
2.004.227.955,01-02-1940,0403.032.723
2.004.229.440,01-10-1948,0402.398.659
2.004.229.836,01-03-1954,0403.913.641
2.004.230.628,01-08-1958,0401.236.936
2.004.230.925,01-04-1925,0402.486.256
2.004.231.519,01-02-1962,0401.258.514
2.004.231.618,01-03-1906,0402.484.375
2.004.232.014,18-12-1996,0402.575.635
2.004.232.311,01-03-1948,0402.571.279
2.004.232.608,01-06-1929,0402.530.105
2.004.233.596,01-03-1960,0402.829.716
2.004.234.586,01-09-1994,0400.571.002
2.004.236.170,01-01-1959,0402.715.987
2.004.236.467,01-06-1938,0402.911.472
2.004.236.665,01-12-1953,0401.825.666
2.004.237.358,01-05-1953,0402.438.350
2.004.237.457,17-06-1977,0402.438.350
2.004.237.556,01-04-1953,0402.407.072
2.004.238.051,01-04-1953,0404.447.933
2.004.238.645,25-10-1994,0401.466.469
2.004.238.843,01-01-1953,0403.881.670
2.004.239.437,01-11-1953,0403.918.589
2.004.240.328,01-09-1954,0403.877.712
2.004.240.922,01-01-1955,0402.342.736
2.004.241.813,01-01-1947,0402.300.273
2.004.242.506,01-06-1923,0401.010.173
2.004.242.605,26-10-1995,0401.092.525
2.004.243.001,01-02-1952,0403.773.980
2.004.243.494,01-05-1924,0400.940.986
2.004.244.187,22-02-1994,0848.973.395
2.004.244.286,01-11-1942,0848.973.395
2.004.244.484,01-11-1962,0404.076.363
2.004.244.583,01-10-1954,0403.873.950
2.004.244.880,01-01-1949,0400.833.692
2.004.244.979,01-01-1951,0400.844.283
2.004.245.375,01-01-1950,0400.786.974
2.004.245.870,01-01-1949,0403.676.881
2.004.246.365,01-09-1956,0404.214.044
2.004.247.058,01-07-1945,0404.156.636
2.004.247.454,01-08-1957,0405.048.541
2.004.247.553,01-05-1957,0405.036.564
2.004.247.751,01-11-1929,0405.002.714
2.004.248.147,01-09-1960,0405.002.318
2.004.248.444,01-04-1953,0405.784.850
2.004.248.840,01-03-1957,0402.358.869
2.004.249.731,01-06-1950,0405.728.828
2.004.249.830,01-06-1950,0405.728.828
2.004.249.929,01-05-1950,0405.728.828
2.004.250.028,01-08-1966,0405.728.828
2.004.250.127,01-06-1950,0405.728.828
2.004.250.325,01-06-1957,0403.894.142
2.004.251.018,01-09-1955,0402.388.167
2.004.251.315,01-12-1955,0403.985.105
2.004.251.810,01-06-1955,0402.419.049
2.004.252.107,01-03-1958,0402.400.936
2.004.253.095,01-03-1954,0404.449.715
2.004.253.194,01-10-1956,0404.449.121
2.004.254.283,01-02-1958,0404.262.841
2.004.255.174,01-01-1939,0404.817.325
2.004.255.669,01-04-1939,0404.289.169
2.004.256.659,01-03-1956,0404.947.977
2.004.257.154,01-10-1953,0404.507.024
2.004.257.649,04-03-1991,0404.858.105
2.004.259.035,01-04-1959,0403.923.143
2.004.259.332,01-06-1959,0403.977.284
2.004.260.124,01-05-1958,0402.439.439
2.004.260.322,01-07-1957,0404.424.870
2.004.260.916,01-05-1959,0403.972.633
2.004.261.213,04-07-1988,0434.342.145
2.004.261.312,04-07-1988,0434.342.145
2.004.261.510,01-11-1919,0401.418.761
2.004.263.785,01-07-1970,0532.823.077
2.004.264.379,01-04-1935,0404.608.675
2.004.265.072,01-01-1938,0404.593.730
2.004.265.567,01-08-1961,0403.644.417
2.004.265.864,01-01-1960,0404.549.188
2.004.265.963,01-05-1954,0404.549.188
2.004.266.062,01-12-1963,0404.549.188
2.004.266.359,01-04-1927,0404.736.062
2.004.266.953,01-01-1944,0404.288.971
2.004.267.052,01-01-1944,0404.288.971
2.004.267.151,01-01-1944,0404.288.971
2.004.267.250,01-01-1944,0404.288.971
2.004.267.349,19-06-1997,0404.288.971
2.004.267.646,01-07-1955,0403.961.448
2.004.267.745,01-01-1956,0402.374.311
2.004.268.042,01-05-1958,0403.980.254
2.004.268.438,01-07-1958,0402.385.494
2.004.269.032,01-03-1958,0404.400.621
2.004.269.428,01-07-1958,0403.907.604
2.004.270.220,01-05-1958,0401.465.281
2.004.270.616,01-09-1956,0404.360.831
2.004.271.606,01-06-1970,0613.537.866
2.004.271.705,22-01-1986,0613.537.866
2.004.272.693,01-07-1970,0599.670.628
2.004.273.188,01-01-1970,0407.074.257
2.004.274.079,01-02-1970,0405.352.013
2.004.274.871,16-02-1999,0407.121.074
2.004.275.267,01-07-1970,0406.822.849
2.004.275.960,01-04-1970,0407.093.459
2.004.278.237,20-07-1989,0437.739.422
2.004.278.534,27-05-2002,0405.538.588
2.004.278.930,01-12-1940,0405.398.137
2.004.279.128,01-01-1962,0405.551.258
2.004.279.524,01-09-1946,0402.757.955
2.004.279.623,01-06-1947,0405.418.230
2.004.280.514,01-10-1956,0405.543.637
2.004.281.009,01-11-1961,0405.443.766
2.004.281.108,01-10-1928,0405.056.855
2.004.281.207,01-09-1947,0405.447.825
2.004.281.702,01-01-1956,0405.581.942
2.004.282.294,01-08-1946,0402.756.767
2.004.282.987,01-12-1949,0405.467.324
2.004.284.571,01-04-1970,0407.122.955
2.004.286.848,01-07-1970,0528.665.341
2.004.287.937,29-06-1970,0407.106.030
2.004.288.333,01-01-1970,0639.033.624
2.004.291.006,01-01-1952,0400.135.886
2.004.291.105,01-12-1930,0400.067.986
2.004.291.697,01-05-1964,0400.191.316
2.004.291.796,01-01-1958,0400.197.254
2.004.292.291,01-01-1939,0404.155.745
2.004.292.885,01-06-1961,0404.172.373
2.004.293.677,01-01-1969,0405.251.845
2.004.293.776,01-04-1950,0405.251.845
2.004.293.875,01-01-1970,0407.111.473
2.004.294.073,01-01-1970,0594.396.501
2.004.294.271,01-06-1970,0602.516.983
2.004.294.469,01-11-1969,0406.892.630
2.004.294.667,01-04-1970,0407.086.729
2.004.296.053,01-10-1971,0407.082.670
2.004.296.152,01-06-1970,0407.082.670
2.004.296.251,01-08-1970,0622.832.050
2.004.296.449,01-07-1970,0620.712.502
2.004.296.944,01-04-1970,0407.082.769
2.004.297.340,01-04-1970,0401.166.066
2.004.297.637,01-05-1952,0401.809.335
2.004.297.736,01-04-1954,0401.119.942
2.004.297.835,01-07-1947,0401.805.474
2.004.298.726,01-12-1937,0401.115.784
2.004.299.716,01-04-1961,0401.602.665
2.004.299.914,01-10-1956,0403.020.251
2.004.300.112,03-10-2000,0403.020.251
2.004.300.409,03-10-2000,0403.020.251
2.004.302.288,17-04-2000,0403.020.251
2.004.302.882,03-10-2000,0403.020.251
2.004.302.981,03-10-2000,0403.020.251
2.004.303.080,03-10-2000,0403.020.251
2.004.304.070,03-10-2000,0403.020.251
2.004.304.367,03-10-2000,0403.020.251
2.004.304.565,03-10-2000,0403.020.251
2.004.304.862,03-10-2000,0403.020.251
2.004.304.961,03-10-2000,0403.020.251
2.004.305.357,03-10-2000,0403.020.251
2.004.305.555,03-10-2000,0403.020.251
2.004.306.248,03-10-2000,0403.020.251
2.004.306.347,03-10-2000,0403.020.251
2.004.306.446,11-05-2000,0403.020.251
2.004.306.644,11-05-2000,0403.020.251
2.004.306.941,11-05-2000,0403.020.251
2.004.307.040,07-06-2000,0403.020.251
2.004.307.139,07-06-2000,0403.020.251
2.004.307.238,07-06-2000,0403.020.251
2.004.307.436,07-06-2000,0403.020.251
2.004.307.535,07-06-2000,0403.020.251
2.004.308.129,03-10-2000,0403.020.251
2.004.308.426,03-10-2000,0403.020.251
2.004.308.822,03-10-2000,0403.020.251
2.004.309.020,01-03-1963,0403.020.251
2.004.309.317,03-10-2000,0403.020.251
2.004.309.713,03-10-2000,0403.020.251
2.004.309.812,16-08-2000,0403.020.251
2.004.310.109,30-05-2000,0403.020.251
2.004.310.307,30-05-2000,0403.020.251
2.004.310.901,03-10-2000,0403.020.251
2.004.311.691,01-03-2000,0403.020.251
2.004.312.681,03-10-2000,0403.020.251
2.004.313.077,03-10-2000,0403.020.251
2.004.313.572,03-10-2000,0403.020.251
2.004.314.067,29-02-2000,0403.020.251
2.004.314.463,01-10-1966,0403.020.251
2.004.314.661,03-10-2000,0403.020.251
2.004.315.354,07-06-2000,0403.020.251
2.004.315.651,18-02-2000,0403.020.251
2.004.316.047,18-02-2000,0403.020.251
2.004.316.740,02-05-2000,0403.020.251
2.004.316.839,02-05-2000,0403.020.251
2.004.316.938,02-05-2000,0403.020.251
2.004.317.136,22-03-2000,0403.020.251
2.004.318.225,14-06-2000,0403.020.251
2.004.318.423,14-06-2000,0403.020.251
2.004.318.522,14-06-2000,0403.020.251
2.004.318.621,14-06-2000,0403.020.251
2.004.318.720,14-06-2000,0403.020.251
2.004.319.017,14-06-2000,0403.020.251
2.004.319.116,14-09-2000,0403.020.251
2.004.319.215,14-09-2000,0403.020.251
2.004.319.413,14-09-2000,0403.020.251
2.004.319.710,14-09-2000,0403.020.251
2.004.320.403,20-09-2000,0403.020.251
2.004.321.094,14-06-2000,0403.020.251
2.004.321.589,29-05-2000,0403.020.251
2.004.321.886,01-04-1964,0405.735.558
2.004.322.381,18-09-2000,0400.928.615
2.004.322.876,01-06-1960,0403.592.749
2.004.322.975,01-09-1951,0403.583.940
2.004.323.470,01-10-1952,0405.176.423
2.004.323.569,01-06-1960,0405.279.064
2.004.323.668,01-03-1961,0405.238.977
2.004.324.460,01-09-1949,0403.553.949
2.004.324.559,01-03-1958,0400.625.638
2.004.324.757,01-12-1948,0400.945.837
2.004.325.153,01-02-1950,0403.583.643
2.004.326.638,01-06-1959,0617.422.123
2.004.327.430,01-01-1949,0402.488.830
2.004.327.529,01-01-1970,0402.488.830
2.004.327.628,01-01-1936,0402.313.933
2.004.328.915,01-07-1966,0402.321.851
2.004.329.014,01-06-1939,0401.728.369
2.004.329.113,12-10-1988,0402.475.962
2.004.329.212,01-07-1964,0402.475.962
2.004.329.311,01-10-1948,0402.297.206
2.004.329.509,01-01-1943,0402.505.557
2.004.329.608,01-02-1927,0401.228.325
2.004.330.596,01-09-1946,0401.389.562
2.004.330.794,15-12-1957,0405.688.444
2.004.331.190,01-12-1957,0401.010.767
2.004.331.982,01-03-1957,0405.523.346
2.004.332.279,01-01-1953,0404.057.062
2.004.332.675,01-01-1958,0405.252.340
2.004.333.467,01-01-1981,0421.251.994
2.004.333.764,01-01-1949,0400.837.751
2.004.334.061,01-01-1953,0404.007.176
2.004.334.556,01-01-1953,0400.764.210
2.004.334.754,01-02-1953,0403.674.804
2.004.335.348,01-04-1949,0201.400.110
2.004.335.447,01-02-1950,0402.541.090
2.004.335.546,01-03-1959,0402.497.639
2.004.335.645,01-07-1933,0405.859.975
2.004.336.536,01-11-1938,0404.558.195
2.004.336.734,01-09-1974,0404.558.195
2.004.336.833,13-11-1995,0404.558.195
2.004.337.031,01-07-1939,0402.752.908
2.004.337.229,01-04-1955,0402.755.678
2.004.338.318,01-01-1942,0404.308.965
2.004.339.011,01-01-1956,0404.553.346
2.004.339.407,01-07-1970,0747.095.879
2.004.340.791,01-06-1970,0570.454.624
2.004.342.573,08-12-1987,0663.257.294
2.004.342.672,01-04-1970,0407.130.081
2.004.343.761,01-04-1970,0407.090.687
2.004.344.553,01-01-1970,0406.818.592
2.004.344.652,01-08-1958,0401.100.344
2.004.344.751,01-07-1945,0401.129.246
2.004.345.741,01-12-1956,0403.219.397
2.004.346.137,01-05-1946,0402.178.925
2.004.346.533,01-04-1935,0402.898.408
2.004.347.226,01-01-1945,0402.252.664
2.004.347.523,01-09-1944,0401.098.166
2.004.347.820,01-04-1964,0400.922.279
2.004.347.919,21-01-1992,0400.922.279
2.004.348.216,01-07-1972,0406.469.194
2.004.348.315,01-10-1962,0402.241.479
2.004.349.107,01-11-1961,0404.826.431
2.004.349.206,01-04-1956,0404.980.641
2.004.349.305,01-08-1935,0404.880.275
2.004.350.095,01-10-1947,0404.860.875
2.004.350.491,01-05-1970,0407.106.525
2.004.350.689,01-05-1970,0407.094.251
2.004.350.788,01-10-1991,0407.094.251
2.004.351.085,01-07-1970,0407.108.802
2.004.352.273,01-01-1970,0407.036.546
2.004.352.669,01-07-1970,0407.096.825
2.004.353.560,01-06-1956,0406.068.130
2.004.353.758,01-12-1962,0402.854.658
2.004.354.649,01-07-1970,0605.475.186
2.004.355.045,01-01-1970,0407.111.869
2.004.355.738,01-03-1970,0407.117.017
2.004.356.926,01-09-1982,0588.663.207
2.004.360.785,01-07-1970,0617.836.253
2.004.361.874,01-07-1970,0706.532.756
2.004.361.973,01-07-1970,0636.027.713
2.004.364.349,01-07-1970,0527.524.602
2.004.364.547,01-04-1970,0407.112.562
2.004.365.042,01-04-1970,0407.090.192
2.004.365.141,01-07-1970,0566.301.143
2.004.365.339,01-06-1970,0550.097.985
2.004.366.032,11-03-1993,0785.067.421
2.004.366.329,01-07-1970,0518.410.164
2.004.368.606,01-03-1967,0400.292.769
2.004.369.396,01-07-1970,0424.111.813
2.004.370.782,01-07-1965,0400.298.214
2.004.370.881,01-06-1943,0400.298.214
2.004.371.376,30-11-2001,0616.972.161
2.004.372.960,01-07-1970,0610.843.939
2.004.374.940,01-05-1970,0407.107.911
2.004.375.039,19-10-1999,0407.107.911
2.004.375.930,01-02-1964,0404.101.208
2.004.376.425,03-05-1994,0401.013.242
2.004.376.722,01-02-1945,0400.071.550
2.004.376.920,01-12-1927,0401.282.367
2.004.378.108,01-10-1944,0400.976.125
2.004.380.284,01-06-1955,0405.560.166
2.004.380.581,11-03-1999,0405.336.670
2.004.380.680,01-12-1929,0405.336.670
2.004.381.967,01-11-1954,0405.525.029
2.004.382.759,01-03-1963,0404.990.143
2.004.382.858,01-11-1963,0404.797.727
2.004.383.155,01-03-1940,0404.837.814
2.004.383.254,01-04-1946,0404.788.324
2.004.383.353,01-04-1963,0404.358.455
2.004.383.452,01-10-1901,0404.348.755
2.004.384.145,01-02-1958,0403.897.805
2.004.385.630,16-10-1977,0401.554.363
2.004.386.521,01-08-1961,0401.398.569
2.004.386.818,01-04-1960,0401.129.642
2.004.387.412,01-07-1957,0402.942.453
2.004.387.808,01-01-1957,0404.968.565
2.004.388.303,01-01-1949,0404.062.606
2.004.389.687,01-08-1946,0401.827.349
2.004.390.380,01-09-1945,0403.395.482
2.004.392.261,01-09-1983,0405.371.512
2.004.392.954,10-09-1997,0427.444.752
2.004.393.053,18-03-1981,0745.049.773
2.004.393.251,01-08-1970,0407.188.776
2.004.393.449,30-06-1970,0407.128.992
2.004.393.647,01-06-1970,0407.085.145
2.004.393.746,01-02-1970,0406.986.759
2.004.396.122,12-05-1989,0526.332.391
2.004.396.617,30-09-1996,0533.287.489
2.004.399.090,16-06-1994,0400.769.950
2.004.399.288,01-10-1958,0404.546.814
2.004.399.981,04-03-1953,0400.821.024
2.004.400.872,01-01-1952,0402.032.930
2.004.401.862,01-08-1987,0403.287.594
2.004.401.961,01-08-1973,0403.287.594
2.004.402.060,01-05-1974,0403.287.594
2.004.402.159,01-08-1928,0403.287.594
